"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
187, 9.645400047300000e-01, 5.038225493362627e-03, 1.378533897489117e+00, 2.922263104913235e+02, -4.057662177146386e+01, 3.138404867749746e+05
188, 9.701499938960000e-01, 4.256268552403566e-03, 1.385789779278667e+00, 2.898284154313367e+02, -4.053020596487013e+01, 3.152534047804292e+05
189, 9.752799868580000e-01, 3.536324145770189e-03, 1.393417533688606e+00, 2.872140988083071e+02, -4.042802455589778e+01, 3.167362067447898e+05
190, 9.799500107769999e-01, 2.876826092032643e-03, 1.401520154702874e+00, 2.843447611887499e+02, -4.026263814071741e+01, 3.183094633067619e+05
191, 9.841300249100000e-01, 2.283176811071472e-03, 1.410218128297477e+00, 2.811567507429508e+02, -4.002540149581034e+01, 3.199963440444253e+05
192, 9.878399968150000e-01, 1.753609743384430e-03, 1.419632949095435e+00, 2.775310950344123e+02, -3.969720647092890e+01, 3.218174892280627e+05
193, 9.910500049590000e-01, 1.293363843462116e-03, 1.430241160188758e+00, 2.733992822135393e+02, -3.926871246446637e+01, 3.238737551864911e+05
194, 9.937800168990000e-01, 9.004365425509819e-04, 1.441968042594821e+00, 2.680705693383244e+02, -3.863902580093626e+01, 3.261141102692207e+05
195, 9.960200190539999e-01, 5.769983605901485e-04, 1.457594147384080e+00, 2.618168424391699e+02, -3.784688326117318e+01, 3.291607153029090e+05
196, 9.977599978450000e-01, 3.251111630156300e-04, 1.480079513092023e+00, 2.521263401036298e+02, -3.652832689059836e+01, 3.335382931971605e+05
197, 9.990000128750000e-01, 1.452537504052920e-04, 1.495716949659646e+00, 2.306177991150908e+02, -3.346614892462090e+01, 3.359183659631719e+05
198, 9.997500181200000e-01, 3.632896519016437e-05, 1.647139690838341e+00, 2.179554739488183e+02, -3.165925762539987e+01, 3.684211895216637e+05
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.533095254019482e+00, 0.000000000000000e+00, 6.967889406850568e+00, 3.390012775656310e+05
